Chr09	10000001	20000000	0.404717
Chr09	20000001	30000000	0.404205
Chr09	30000001	40000000	0.405245
Chr09	40000001	50000000	0.405999
Chr09	50000001	60000000	0.407152
Chr09	60000001	70000000	0.407187
Chr09	70000001	80000000	0.406444
Chr09	80000001	90000000	0.405429
Chr09	90000001	100000000	0.406169
Chr09	100000001	110000000	0.402859
Chr09	110000001	120000000	0.407849
Chr09	120000001	122390141	0.417786
Chr10	1	10000000	0.410463
Chr10	10000001	20000000	0.409627
Chr10	20000001	30000000	0.408307
Chr10	30000001	40000000	0.406083
Chr10	40000001	50000000	0.405761
Chr10	50000001	60000000	0.401937
Chr10	60000001	70000000	0.403562
Chr10	70000001	80000000	0.405446
Chr10	80000001	90000000	0.406692
Chr10	90000001	100000000	0.405567
Chr10	100000001	110000000	0.406341
Chr10	110000001	120000000	0.402266
Chr10	120000001	121563885	0.396827
Chr11	1	10000000	0.400972
Chr11	10000001	20000000	0.405636
Chr11	20000001	30000000	0.405262
Chr11	30000001	40000000	0.404318
Chr11	40000001	50000000	0.410001
Chr11	50000001	60000000	0.405119
Chr11	60000001	70000000	0.404398
Chr11	70000001	80000000	0.406677
Chr11	80000001	90000000	0.407114
Chr11	90000001	100000000	0.409496
Chr11	100000001	110000000	0.409207
Chr11	110000001	118935921	0.409031
Chr12	1	10000000	0.408001
Chr12	10000001	20000000	0.407908
Chr12	20000001	30000000	0.407642
Chr12	30000001	40000000	0.403777
Chr12	40000001	50000000	0.405198
Chr12	50000001	60000000	0.403882
Chr12	60000001	70000000	0.404074
Chr12	70000001	80000000	0.400697
Chr12	80000001	90000000	0.405762
Chr12	90000001	100000000	0.408355
Chr12	100000001	110000000	0.397907
Chr12	110000001	112130334	0.406256
Chr13	1	10000000	0.40447
Chr13	10000001	20000000	0.400824
Chr13	20000001	30000000	0.405588
Chr13	30000001	40000000	0.403596
Chr13	40000001	50000000	0.405439
Chr13	50000001	60000000	0.404234
Chr13	60000001	70000000	0.401789
Chr13	70000001	80000000	0.408625
Chr13	80000001	90000000	0.404983
Chr13	90000001	100000000	0.410836
Chr13	100000001	110000000	0.408914
Chr13	110000001	111440624	0.41396
Chr14	1	10000000	0.409022
Chr14	10000001	20000000	0.408288
Chr14	20000001	30000000	0.40289
Chr14	30000001	40000000	0.403982
Chr14	40000001	50000000	0.40565
Chr14	50000001	60000000	0.401363
Chr14	60000001	70000000	0.401492
Chr14	70000001	80000000	0.405323
Chr14	80000001	90000000	0.405225
Chr14	90000001	100000000	0.40082
Chr14	100000001	108969584	0.408639
Chr15	1	10000000	0.411056
Chr15	10000001	20000000	0.407573
Chr15	20000001	30000000	0.402856
Chr15	30000001	40000000	0.404282
Chr15	40000001	50000000	0.407161
Chr15	50000001	60000000	0.403666
Chr15	60000001	70000000	0.404035
Chr15	70000001	80000000	0.40683
Chr15	80000001	90000000	0.402733
Chr15	90000001	100000000	0.398053
Chr15	100000001	108925116	0.402241
Chr16	1	10000000	0.41078
Chr16	10000001	20000000	0.406427
Chr16	20000001	30000000	0.403641
Chr16	30000001	40000000	0.404897
Chr16	40000001	50000000	0.405156
Chr16	50000001	60000000	0.404282
Chr16	60000001	70000000	0.398435
Chr16	70000001	80000000	0.402677
Chr16	80000001	90000000	0.402343
Chr16	90000001	100000000	0.401645
Chr16	100000001	108600532	0.406732
Chr17	1	10000000	0.410357
Chr17	10000001	20000000	0.405091
Chr17	20000001	30000000	0.408092
Chr17	30000001	40000000	0.404081
Chr17	40000001	50000000	0.406313
Chr17	50000001	60000000	0.405046
Chr17	60000001	70000000	0.402442
Chr17	70000001	80000000	0.40362
Chr17	80000001	90000000	0.401991
Chr17	90000001	100000000	0.401882
Chr17	100000001	108410298	0.401812
Chr18	1	10000000	0.411669
Chr18	10000001	20000000	0.405424
Chr18	20000001	30000000	0.404848
Chr18	30000001	40000000	0.406902
Chr18	40000001	50000000	0.402912
Chr18	50000001	60000000	0.40334
Chr18	60000001	70000000	0.399185
Chr18	70000001	80000000	0.40416
Chr18	80000001	90000000	0.404353
Chr18	90000001	100000000	0.405292
Chr18	100000001	108118759	0.400874
Chr19	1	10000000	0.411743
Chr19	10000001	20000000	0.407358
Chr19	20000001	30000000	0.407468
Chr19	30000001	40000000	0.40476
Chr19	40000001	50000000	0.403194
Chr19	50000001	60000000	0.402934
Chr19	60000001	70000000	0.403181
Chr19	70000001	80000000	0.399461
Chr19	80000001	90000000	0.401412
Chr19	90000001	100000000	0.40516
Chr19	100000001	105389045	0.404781
Chr20	1	10000000	0.403576
Chr20	10000001	20000000	0.402865
Chr20	20000001	30000000	0.407322
Chr20	30000001	40000000	0.40362
Chr20	40000001	50000000	0.402636
Chr20	50000001	60000000	0.406086
Chr20	60000001	70000000	0.405631
Chr20	70000001	80000000	0.405752
Chr20	80000001	90000000	0.407504
Chr20	90000001	100000000	0.408405
Chr20	100000001	105385967	0.412024
Chr21	1	10000000	0.407196
Chr21	10000001	20000000	0.407097
Chr21	20000001	30000000	0.401389
Chr21	30000001	40000000	0.402323
Chr21	40000001	50000000	0.40663
Chr21	50000001	60000000	0.402215
Chr21	60000001	70000000	0.404152
Chr21	70000001	80000000	0.405704
Chr21	80000001	90000000	0.402044
Chr21	90000001	100000000	0.407948
Chr21	100000001	105266673	0.407039
Chr22	1	10000000	0.406817
Chr22	10000001	20000000	0.406979
Chr22	20000001	30000000	0.405924
Chr22	30000001	40000000	0.39709
Chr22	40000001	50000000	0.403693
Chr22	50000001	60000000	0.407402
Chr22	60000001	70000000	0.405801
Chr22	70000001	80000000	0.399543
Chr22	80000001	90000000	0.409494
Chr22	90000001	100000000	0.41018
Chr22	100000001	102716107	0.413286
Chr23	1	10000000	0.412479
Chr23	10000001	20000000	0.406963
Chr23	20000001	30000000	0.40313
Chr23	30000001	40000000	0.405767
Chr23	40000001	50000000	0.400621
Chr23	50000001	60000000	0.403547
Chr23	60000001	70000000	0.402304
Chr23	70000001	80000000	0.405592
Chr23	80000001	90000000	0.403797
Chr23	90000001	100000000	0.407274
Chr23	100000001	101427766	0.413114
Chr24	1	10000000	0.410531
Chr24	10000001	20000000	0.407315
Chr24	20000001	30000000	0.405528
Chr24	30000001	40000000	0.402696
Chr24	40000001	50000000	0.406646
Chr24	50000001	60000000	0.401527
Chr24	60000001	70000000	0.410529
Chr24	70000001	80000000	0.405629
Chr24	80000001	90000000	0.409479
Chr24	90000001	99468242	0.410184
Chr25	1	10000000	0.410492
Chr25	10000001	20000000	0.408689
Chr25	20000001	30000000	0.408858
Chr25	30000001	40000000	0.407276
Chr25	40000001	50000000	0.403507
Chr25	50000001	60000000	0.40155
Chr25	60000001	70000000	0.399315
Chr25	70000001	80000000	0.409884
Chr25	80000001	90000000	0.405681
Chr25	90000001	99105869	0.411554
Chr26	1	10000000	0.40481
Chr26	10000001	20000000	0.406327
Chr26	20000001	30000000	0.407102
Chr26	30000001	40000000	0.403691
Chr26	40000001	50000000	0.404265
Chr26	50000001	60000000	0.404012
Chr26	60000001	70000000	0.403715
Chr26	70000001	80000000	0.408244
Chr26	80000001	90000000	0.411612
Chr26	90000001	98986489	0.410864
Chr27	1	10000000	0.399877
Chr27	10000001	20000000	0.401537
Chr27	20000001	30000000	0.402917
Chr27	30000001	40000000	0.408961
Chr27	40000001	50000000	0.400131
Chr27	50000001	60000000	0.407299
Chr27	60000001	70000000	0.40598
Chr27	70000001	80000000	0.404979
Chr27	80000001	90000000	0.406581
Chr27	90000001	98814315	0.411923
Chr28	1	10000000	0.406676
Chr28	10000001	20000000	0.404513
Chr28	20000001	30000000	0.404283
Chr28	30000001	40000000	0.401096
Chr28	40000001	50000000	0.406283
Chr28	50000001	60000000	0.406468
Chr28	60000001	70000000	0.401719
Chr28	70000001	80000000	0.408254
Chr28	80000001	90000000	0.404319
Chr28	90000001	98735482	0.407022
Chr29	1	10000000	0.408345
Chr29	10000001	20000000	0.405097
Chr29	20000001	30000000	0.405668
Chr29	30000001	40000000	0.406244
Chr29	40000001	50000000	0.400664
Chr29	50000001	60000000	0.403187
Chr29	60000001	70000000	0.404008
Chr29	70000001	80000000	0.402912
Chr29	80000001	90000000	0.407788
Chr29	90000001	98317666	0.410186
Chr30	1	10000000	0.401726
Chr30	10000001	20000000	0.406175
Chr30	20000001	30000000	0.405412
Chr30	30000001	40000000	0.405435
Chr30	40000001	50000000	0.403835
Chr30	50000001	60000000	0.404759
Chr30	60000001	70000000	0.40506
Chr30	70000001	80000000	0.404587
Chr30	80000001	90000000	0.407699
Chr30	90000001	97617499	0.408877
Chr31	1	10000000	0.412715
Chr31	10000001	20000000	0.406281
Chr31	20000001	30000000	0.405622
Chr31	30000001	40000000	0.404927
Chr31	40000001	50000000	0.405583
Chr31	50000001	60000000	0.405532
Chr31	60000001	70000000	0.404927
Chr31	70000001	80000000	0.403777
Chr31	80000001	90000000	0.399908
Chr31	90000001	96282890	0.391743
Chr32	1	10000000	0.410518
Chr32	10000001	20000000	0.409006
Chr32	20000001	30000000	0.404737
Chr32	30000001	40000000	0.405039
Chr32	40000001	50000000	0.406162
Chr32	50000001	60000000	0.405346
Chr32	60000001	70000000	0.402315
Chr32	70000001	80000000	0.403782
Chr32	80000001	90000000	0.406305
Chr32	90000001	94294672	0.412256
Chr33	1	10000000	0.403939
Chr33	10000001	20000000	0.402205
Chr33	20000001	30000000	0.402503
Chr33	30000001	40000000	0.398646
Chr33	40000001	50000000	0.406453
Chr33	50000001	60000000	0.4033
Chr33	60000001	70000000	0.401783
Chr33	70000001	80000000	0.405997
Chr33	80000001	90000000	0.409502
Chr33	90000001	94040615	0.410869
Chr34	1	10000000	0.409456
Chr34	10000001	20000000	0.411435
Chr34	20000001	30000000	0.406508
Chr34	30000001	40000000	0.406256
Chr34	40000001	50000000	0.402703
Chr34	50000001	60000000	0.404465
Chr34	60000001	70000000	0.406132
Chr34	70000001	80000000	0.405375
Chr34	80000001	90000000	0.402121
Chr34	90000001	90420757	0.409956
Chr35	1	10000000	0.414122
Chr35	10000001	20000000	0.404673
Chr35	20000001	30000000	0.401271
Chr35	30000001	40000000	0.402237
Chr35	40000001	50000000	0.406852
Chr35	50000001	60000000	0.401208
Chr35	60000001	70000000	0.404483
Chr35	70000001	80000000	0.407229
Chr35	80000001	90000000	0.407903
Chr35	90000001	90363446	0.407523
Chr36	1	10000000	0.410117
Chr36	10000001	20000000	0.405405
Chr36	20000001	30000000	0.403656
Chr36	30000001	40000000	0.402285
Chr36	40000001	50000000	0.40809
Chr36	50000001	60000000	0.406662
Chr36	60000001	70000000	0.407062
Chr36	70000001	80000000	0.409734
Chr36	80000001	89315924	0.397585
Chr37	1	10000000	0.402165
Chr37	10000001	20000000	0.403377
Chr37	20000001	30000000	0.404073
Chr37	30000001	40000000	0.403162
Chr37	40000001	50000000	0.406137
Chr37	50000001	60000000	0.405527
Chr37	60000001	70000000	0.404203
Chr37	70000001	80000000	0.40442
Chr37	80000001	88183415	0.412875
Chr38	1	10000000	0.409627
Chr38	10000001	20000000	0.407735
Chr38	20000001	30000000	0.408029
Chr38	30000001	40000000	0.405237
Chr38	40000001	50000000	0.407949
Chr38	50000001	60000000	0.40173
Chr38	60000001	70000000	0.405616
Chr38	70000001	80000000	0.404581
Chr38	80000001	87969389	0.39932
Chr39	1	10000000	0.412279
Chr39	10000001	20000000	0.408146
Chr39	20000001	30000000	0.404706
Chr39	30000001	40000000	0.402169
Chr39	40000001	50000000	0.399607
Chr39	50000001	60000000	0.403673
Chr39	60000001	70000000	0.405335
Chr39	70000001	80000000	0.402648
Chr39	80000001	86694490	0.399097
Chr40	1	10000000	0.403088
Chr40	10000001	20000000	0.4042
Chr40	20000001	30000000	0.406088
Chr40	30000001	40000000	0.407654
Chr40	40000001	50000000	0.40477
Chr40	50000001	60000000	0.409031
Chr40	60000001	70000000	0.406624
Chr40	70000001	80000000	0.40523
Chr40	80000001	86417018	0.410846
Chr41	1	10000000	0.403726
Chr41	10000001	20000000	0.404879
Chr41	20000001	30000000	0.403626
Chr41	30000001	40000000	0.403193
Chr41	40000001	50000000	0.405228
Chr41	50000001	60000000	0.403459
Chr41	60000001	70000000	0.411127
Chr41	70000001	79557388	0.411174
